name,reviews
cassandra,The Instacash loan is great for when you’re in a bind.
Marco Thompson,Very easy to use and payback. Really helps you when u need it
Veronica  Lewis-morrell,"Knowing I had enough money accessible on my card I offered to pay for dinner. I was unaware the card automatically accounts for a 20% tip not unlike a gift card. I had planned to tip more remaining within my card balance and was distraught when my card declined. Fortunately I had cash. Embarrassing and lesson learned. This however is a helpful tool when you run short on cash and need a quick boost in funds. Money is available instantly and at a reasonable fee,I still wish the cash amounts were adjustable not in set increments. I have had to reach out to customer service and they are nice real people that address your concerns quickly and completely.Overall I recommend Money Lion 100%"
bigjeanne,I’ll be honest I haven’t had a good experience with MoneyLion at all at one thing it’s another thing they don’t explain stuff to you by the Insta cash work or just take me to the booze and explain to you get they can take the money whenever they want so explain they give you extra boost but if you spend it and you have money in your account that you put in your account from getting paid if you don’t already spent the 50 or $25 they give you for investing they will turn around and take that money out of your Insta account and then they will erase it out of your account as if it was never there and then try to explain to you that they don’t know what you’re talking about I need a screenshot of something that’s it out that you can’t see anymore my experience with them has been horrifying
Brendan Easley,I wish it was a online Banking 🦁
Jennifer,I saw the ad on Facebook and downloaded the app. It was easy to use and we were able to use the credit builder but the instacash didn’t work for me
Shane Dillard,"I began asking for service, call backs, etc at 15:11 EDT. I’m still waiting on a callback tomorrow, at 13:00 from an Angel S."
Jake Lang,It will give you money. You got to go through 3 steps. 10 first 20 second 30 3rd then you can get 250 on your next paycheck.
Taveri Veneice,I m satisfied  to use Money lion.When i need i can borrow money.If i cant pay back they always  give me time..
Rick James jr,"Love it, keeps my investments on track !!!"
Jennifer,"Moneylion have been helping me get through rough times. They been helpful when i needed a helping hand with bills and plus more, they also been helping me build my credit thanks moneylion for everything."
Lisy Garcia,My daughter uses the app and got me into. It takes a minute to get your instacash unlocked at a higher rate if you don't have a bank with long history but I like the app. It's helpful when I need extra cash to get me by
Billy Windisch,Honestly this “phone” or fraud cold something in my hands is a tool thing I definitely trust too much. But hey I can be a good ho or anything following this and use secretly something maybe sneaky but it is helpful or seen and/or retaught if need be…
Esai Ojeda,I have been with this company for 2+ years and have only had one other issue however I am now getting the runaround trying to pay off my credit builder loan plus using my credit reserve and have been told several different things by different Representatives. It's very irritating and inconvenient. After this loan is paid off I will not use the service again.
Crystal lynch,I needed help to get back into my account to report my card lost  and to get help get my account straighten our and because I was locked up for a year inside of an institution and can't remember the credit builder and instacash  I'm not going to be able to replace my card or get my account straighten out  I can answer just about anything else but I got told to call back
Jean Craig,The process was fast and convenient! Would definitely recommend it for others.
Amy,So far the experience with money lion has been a great one. They are very reliable. Always there when I need them. Thank you so much for all that you do
Jon Oestreich,Great site like way do things
George Northington,it's great I'm glad that my daughter introduced me to money lion
Stephen Hubbard,Moneylion is a great app and treat me very well
Virginia DeBord,My name is Dyasha Gerlds I paid off my credit builder plus loan Friday June 24th. I called ML twice and was given information about my funds and the payoff process and time frame which I was told 4 business days which if we can all count that would be Thursday June 30th Today I called to confirm everything was set up and was given additional information stating that I actually won't receive my funds until July 7th This is fraud. They are stating that my $22 weekly payment is ach and will take business days and then 2 more business days to release my funds. The funds are already out of my account I need communication from someone who can help me and speaks English I will not have rent due to this I can't do that and I will not be played with next im going to my bank to report it as fraud you choose.
Karina,When I first stumbled upon money lion I thought it was a scam. Man was I wrong!
Kristy,Easy to use and so many options to assist you financially.
Zobeida Idrogo Gouveia,This site has always been to me I’ll recommend it to everyone keep up the good service
Heather,"For some reason they attempted to take my loan payment from a savings account vice the selected checking account.  Mt bank rejected this and returned the charge.  Now my account is past due, lost access to instacash and they claim nothing can be done.  They make the mistake and I suffer.  Customer service though very nice could do nothing to fix this.   No calls from supervisors as requested. Update. Still no action on Money Lionsnpart.  No supervisor call as promised 24 hrs ago.  Really disappointed in the poor response of MoneyLion on something that was their mistake. Update. I have filled out their requested form twice and two complaint forms twice still no response fro Money Lion only an email saying my payment was rejected.  This can’t be that hard to fix"
valerie martinez,Amazing as always!!! Will continue to use forever
Cory Barnett,I’ve been using MoneyLion for years and I have never been disappointed. It features long term loans and instacash payout that proved to be very helpful when budget is a little tight. It also features stock and you can invest with very little amount of money. MoneyLion also accepts direct deposits and you will see your money one day early. Good app. Great company. Highly recommended.
Nick Nave,I was able to use instacash at first but once I moved most of payroll over to roar money i haven’t been able to get instacash anymore and none of the representatives could tell me anything to fix it. Never using this app again. I’ve already switched my payroll back over to my other bank so I can close this account out.
Jessica banks,The app is convenient and very helpful customer service I haven't had a problem with them either
James long,"So far so good. Everything as advertised. I had a lil trouble getting started, but I'm up and rolling. Wish I had started sooner, might not be in my current cowinkiedink."
Anthony Torres-Aguirre,The help I received from customer was extremely helpful.
Sierra Sullivan,"Great experience, easy to.use."
Leslie Meister,"Get’s me through the week, Thanks!"
Eddie Larker,They're always there when I need help and can't no one to help me they're here
Italy and Israel show,Super reliable. Great way for fast money!
Kimberly Reynolds,This app is crucial for me. It bails me out when I'm in a crunch for money.
Tira Holley,"Money Lion is the best company I’ve experienced online…. I really didn’t know what to expect 3 years ago when I joined…. Best decision I could’ve EVER made to investing, money management and so much more….. don’t hesitate to join TODAY!!!!"
Nisha,"Love this app! Easy to use, Not like the others where they start at $10 or even after on time payments offer you less than started with! If you need money to get through till payday this is the #1 app to use! ❤️"
Kayla Lewis,"Very reliable, they helped me pay some bills. Would recommend 100%"
Joshua DeFries,"MoneyLion has been absolutely wonderful. First thing I would like to say is that the customer service is really user friendly, very efficient in rectifying issues, they app is so user-friendly and the instant cash has been helpful lately especially with not working as many hours as I have been in the past because of the pandemic. Really a big shout out to everyone involved at MoneyLion. I can't believe you collaborate with The Champ. Simply wonderful. Sincerely David Spieler"
Kaka P,Man this is very awesome you know you pay back the loan you build up and then after that you can get to 250 if you keep paying it back on time
Uncle Drew,"they have been cooperating with them for several years, so far everything goes without problems and I will continue to work with them."
Jose Luciano,They are fast friendly and wonderful. Highly recommend
Mary Lomax,It’s a good concept but charges way too much money in fees. Potentially getting the client in debt trying to raise their credit scores.
Grace Lawrence,I'm very grateful to have this as my banking first choice and highly would recommend to my friends and family and I have done so as much as possible into anybody that I knew we meet
PiKa BoO,This was an effortless opportunity to learn and save and I did.
Kacey Sallee,Your service has changed our lives. So easy and saves us all the time for daily and emergency funds. Amazing company and service!
Keith Howard,"Constant login issues, horrible support, and very little fraud protect."
H Kk,This app is totally legit! 100 percent it’s the best cash app out there!
Amorissa Tirado,This app is a life saver! Very convenient and fast!!
Don Taylor,Helpful and guides through stock buying and credit monitoring.
Ke’ Million,It's really good banking because it saves you money and also control ur money. And it roars when it's seeking the money into account
Mike D,Great and fast
Jorge Luis Osto Espino,Nice useful and nice experience
Sean Buckmaster,"I got the credit builder loan of $1000 and it says $875 was sent to me that I have never seen and it says it’s in collections. How do I owe this money that I was never given? Be very leery before taking one of these loans, I have to figure out how to sort it all out."
Antony Griffin,Money lion is great for wanting to get your finances going better.  I love the app and I'm investing even if it's small at least it's something.  Use the app you'll love it.
Ashley Clark,Great 👍👍👍😃😃😃😃 Happy Happy Happy 😁 always there when I need them
Jarrett Scott,Love it by far one of the best banking experiences there is going around right now with lots of ways to earn learn and save and invest
Carissa Pressley,"They lie.  I had a 620 credit limit i was reloaning to get to a month i was going to pay it off.  Always paid like clockwork. Even got a raise.  Cut my limit limit almost im half, overdrew my account.  No one helps.  They told me they kept it higher so I would  keep borrowing.  Pulled the rug out from under me."
Matthew Keach,There was fruad done on my account and moneylion has been quick to working with me and fixing the issue I would keep recommending this app to all of my friends
Leo Hernandez,"I have been a Moneylion customer for 4 years.   Until recently I have had no issues with Moneylion and have appreciated what they offer.  However, the last few weeks,  I have been dealing with unauthorized ACH transactions on my checking account. I had to freeze my account and open a new one.   I tried several times to update my new bank account information with moneylion and it would not work. I kept telling them the app errors and they would say there are no problems. I had linked my account through PLAID before with no issues. At this point I have no idea what to do next. Be cautious when using this company. They had been good to us until we experienced an issue beyond our control, now they are MIA."
Joseph Oliva,MoneyLion has been a life saver. It has helped me get money instantly when I need it without interest. Super quick and easy and easy to use app.
Daniel Dellinger,"I have direct deposit with this company, when my direct deposit came in, they always debit what I owe to instcash and that's okay,because I was able to get it back,but on June 15th my direct deposit came, they debit my account so I can pay instacash, but this time my instacash still says it was not paid, I was on the phone with them for 3 days still have not been resolved,the worst part is they are taking any money in my roar account and paying instacash, this company is bad for business"
Courtney Debes,Ttyl. Cash deposit payment s early?
Justen w,I was in a pickle and the cash advance helped get me out of it. It was fast and easy.
Dana Demopolis,Cant see nobody else better except money lion
Antwan McCoy,"Wonderful app, in hard times"
Kayla Wllis,MoneyLion is a good opportunity to put your money in order
Cristin Waddell,Sometimes I am in financial binds and need resources right away and money lion has been there for me.
Cory “TheZguy” Benoit,Best app ever give me cash when I need it ...just change advance too much ...I get 800 then it fall to 400 but it a good app
child of God,Easy to use and always there when I need extra cash
maile reyes,Great app I love it. And  very  helpful
Mike,Great app a must to get....
Demetrius Wallace,No problem with a advance anytime. And I like the other options that they have
Ericka Daniels,Moneylion customer service is absolutely horrendous. My account was debited twice for the same amount and they refuse to do anything about it I wound up having to go through my bank and file a dispute. I would not recommend working with this company and wish I had not.
Chante Gary,Excellent way to improve your credit score and to do key investments with your money that will grow!
Jennifer Oliver,"Best loan app ever, they really come through when you need and they’re legit, no BS"
Dina Pablo,Great company that helps you in financial need and also credit needs
Rich Ross,Helpful with allowing me a loan to get my family a drink so that we stay hydrated when Texas weather gets humid in summer. Very grateful for the chance to help the family. Thank you very much. I'm giving a review as my appreciation for this amazing app. Do your best to make smart choices and do your best to repay any loans so that you don't add to your financial burden later when you may need it again.
SW,Has helped me through hard times especially with inflation these days!
Ricardo  Vega,"Great banking app, easy to use and helpful with budgeting!"
Scott Tubbs,I like MoneyLion Lot. Didn’t give 5 stars because it’s hard to tell translations and the transferring sometimes isn’t the smoothest. But haven’t used it for a long time after more experience I think I’ll have it down pack
B Busy,Q good banking app
Meesha M,"This is helpful but every two weeks the amount they allow you to borrow goes up and down. It’s not consistent at all and during inflation prices and the cost of living to go up, when you think you can rely on money lion, it ends up more limited than the 6 weeks you already been using it and paying back."
Rebekah Ramos,Easy and well structured. Money lion is the best!
Mandi,I am not happy with customer service. Whatever you do don't use your card to pay for a hotel. They refuse to remove the hold even though they see the charge processed.
Kenzie Smith,I am loving Moneylion. It has helped me learn alot about investments and also helped me get on track with credit. Thanks Moneylion.
DJ Teezy,"After receiving four consecutive direct deposits from the social security administration, on the same day of the same week each month, despite only three being required, AND being described as “US Treasury SSA Direct Deposit”, I was refused the instant payday loan feature because I “Did not receive three qualifying monthly direct deposits”, and when I questioned this conclusion was informed “although these deposits used the direct deposit system and were deposited in the same manner as a direct deposit, they are not actually direct deposits and are only referred to as direct deposits due to the similar nature of their deposit into your account via the direct deposit method, and therefore do not meet the direct deposit requirements to qualify you for our instant payday loan.”"
Sylvia Williams,Money line is a five-star app. They help you out in ways that you don't even understand or even realize they can. They've got me through a very hard time I just got out of the hospital with pneumonia had to have a chest tube and major surgery and they made sure that I had the money to get what I needed to come home
Floyd Driver,MoneyLion is the best. Thank you for all you do to help the struggling families.
Tina Owenby,Recently I decided to add make my money line my only direct deposit location and it's been more than helpful prompt and simple to access is always someone to help even when I can't utilize the chat never had much luck with AI. If you're looking for a money app to use Money Lion is just about the best one I used so far.
Zach Downs,Money lion has really helped me become more financially aware and concious in my spending and saving. Also broadened my horizons on credit building investing and preparing for the future.
Gail Ross Brown,"No problems, really easy process."
Kevin Lockhart,"When I’m in need of money or short on cash, money lion always comes through. 100% legit"
Tammy Taylor,"I was really in a stuff spot and didn’t have enough for my rent, money lion allowed me to borrow the funds in which I was able to pay back when I received my paycheck…. This help from money lion allowed me to remain stress free"
Andrew Colston,Outside of a small difficulty connecting bank account the app has been 100% as advertised. I would recommend to friends and family.
selena chavez,Excellent bank I give 5stars because you can pay them back over 4 months late and still immediately have access to the insta cash funds and that 8s Excellent
Rex Abbott,Absolutely love MoneyLion ditched all other cards for this one.
Ben Green,"Didn’t really answer questions- address my issues with disputes even though providing proof of fraud. Thousands in transactions and breaking regulations E.They still refuse to credit my account and it’s against federal law to do so. They refuse to prove the documentation to make the decision that it wasn’t fraud even after asking many times as stated in their email to request it.I have reported Metabank to the Office of the Comptroller of Currency, the consumer protection bureau, the federal reserve, South Dakota Banking commission, and The Texas Department of Banking for their complete failure to acknowledge fraud or provide any evidence of their denial of fraud.This is not the first time that MetaBank has done this either in regards to fraud."
Curtis,Love MoneyLion! Easy to use and great insight on credit and investments.
Veronica Escobedo,Had a very good experience no issues at all
Angela Shaw,MoneyLion is the best! They came through for me when I needed it most!
Ant P,"Predatory online checking account! require external linked accounts to use products, solicit signing up for direct deposit to use loan products! Misleading advertising a loan product, that really is a savings account! Offer $125.00 and reserve $875 until consumer pays weekly payments to withdraw full balance from escrow! Calling it credit builder plus loan! JOKE COMPANY! CUSTOMER SERVICE SUCKS!"
Hailey Sutton,This app is great but I think if they have a secured credit or a credit card on their own would be better IMO.
Marcus Thompson ,Great app.  Very easy process in saving money and investing.
Kayy,I have had nothing but excellent experiences using money lion.
Kat,Great and instant access to instant cash and good time between payback.
James Betts,Very pleased with the way the advances and paybacks are handled.
Noel Luciano,I love this app it does what it says . It's very easy also to follow and understand.
Entertain More,Great app and help when in a pinch. Give occasional bonuses in the mix and it's worth it when you need it most.
Aaron Cherry,I have instacashed over 10 times. Great app! Especially in emergencies.
Chayse Scott,Fast service. Just wish the instant fees were not.so damn expensive
Emmanuel,"Trustpilot reviewsMoneyLionmoneylion.comRate your recent experienceTell us about your experienceRead our Guidelines for ReviewersThis is where you write your review. Explain what happened, and leave out offensive words. Keep your feedback honest, helpful, and constructive.Please write a review with more than 10 characters.How to write a useful reviewGive your review a titleNiceeNiceeI confirm this review is about my own genuine experience. I am eligible to leave this review, and have not been offered any incentive or payment to leave a review for this company."
Steve,"They will definitely loan you money, and you will build up a payment history with them.My bank never seems to be able to connect though. When it’s time to pay, they take it out. It’s pretty simple and easy to use.I don’t like that they kinda guilt trip you into giving them a $10+ tip when borrowing. Of course, it’s lower depending on what you borrow, but it’s still a lot for someone borrowing money due to financial troubles. The instant transfer fee is $5.99 and they ask that you tip because it’s interest free. If I borrow $100, tip the recommended $10, and pay the same company $5.99 for an instant tranfer(if I’m borrowing from you, it’s most likely because I need the money asap) , I’m paying 16% interest. You will be asked for the tip before the transaction and again when you try to borrow more money. I do enjoy this app and the money is there when you need it. I’m sure there a bunch of answers to my complaints, but in the end they will loan you the money(extremely dependable if your payment history is good), charge you $2.50 more for a transfer than at an atm, and then send you a sad picture of a worker who didn’t get their tip, twice."
Raquel Ockletree,As long as you got a bank account with provable income they'll hook you up with an advance. And because it's my birthday this month they let me get an extra 25 dollars. As soon as you pay the advance back it's available to you again. Really convenient app.
darry,"MoneyLion is the best app I’ve ever used for short term loans. It beats the heck out of borrowing money from friends and family. As long as u pay the loans back your good and if your payment is late they don’t yell at you or hunt u down for payment, they’ll simply give u a new payment date. Furthermore, after your loan payment is made you’ll be able to borrow money again 😎The Best Ever"
krupt immages,They always look out for you in any situations.
Hillary,"I have had a wonderful experience. MoneyLion has been there for me on numerous occasions. For instance I was out of town and on a budget, my car was towed and I didn't have the extra money. Moneylion was able to give me the money needed."
Corey Orvin,I love the money lion app it comes in handy I love it Awesome
Cheryl Miner,So far things have been good and helpful. And l don’t regret my decision to join the team.
Everetttexas Hatch,"Great instant money in times I really needed it, was able to depend on MoneyLion time and time again."
Mike Struzinski,Really enjoy this app. Love the options for investment!
Shawn Mucker,"This is the most beneficial, convenient and user friendly service that I have experienced online. Monies are received flash fast and the terms for repay are amenable to your budget, even though you have the option to pay back before due date. It's so much better than the 4 payment a month apps that only provide retail sales service. MoneyLion gets you cash when needed. If you do your part, the amount you may borrow increases."
Mark Farley,A little frustrated I could not complete the transaction with the app but I didn’t mind waiting about 10 minutes to speak to someone. Within a few minutes after speaking with her she had my loan paid off and transaction complete.
Danielle Maier,"This Platform is awesome, I've liked it from day one of signing up. Not until recently have a had any hiccups with a breach of my account, but the situation was rectified very quickly, at least most of it. I'm still owed money from an unauthorized transaction but I was told it would be taken care of. I've been able to save money and invest money with cash back rewards and wit round ups. It's been the best banking experience I've ever had."
Harold Canty,"They need to fix the errors that they claim to be having and decreasing amounts for no reason, when the item is paid in full on time everytime.  But they give you the runaround of 3 to 5 days to fix."
Eric Daye,I have switched my banking over entirely to Roar Money! They have provided me security through the transition and continue to provide excellent services and customer service.
Charlene Roseboro,I love that the loan is there every week and that I am able to ise them to invest in market.
Gerrod Williams,It's been the best mobile bank app I have used
Ashley Worley,Great features that help with many financial needs.
Ryan Hosler,"MoneyLion has been a godsend! The app is user friendly, flexible and informative. I’m paid twice a month and when you need funds before you get paid, this is the way to go!!! Also, when unexpected expenses come along, MoneyLion has saved me repeatedly!!! There is great information about retirement savings, good credit practices and crypto. Repayment of funds is in the next month after you borrow. You have the ability to repay in advance or let the app automatically reclaim the funds on a date the app says or you can go in and change the repayment date. This app is very useful. I recommend it."
customer,"Was unsure of a call that I've received saying it was money lying and wanted to verify my personal information. I called back in to the 801 number and was greeted, verified and had my issue confirmed as resolved."
Tina Sills,"I had a good experience, and my question was answered in a quick and friendly, professional manner. Thank you, and keep up the good work."
Robert,Amazing. Super easy to work with and ALWAYS helpful and quick.
ariel Przychowicz,"Easy to Used the Apps and Help me to pay Bills, Thank you Money Lion"
Kimberley Wyche,This is an absolutely wonderful app. Males balancing and saving so simple.
Nicole Barrios,Moneylion advances me cash all the time. Helps me with my bills. This is my trusted mobile banking app. Love it
Arnold Pennington,"What a rip-off scam. They make it sound like the Instant Cash is something you will get immediately. That is not true. It will go into your Roar money wallet instantly, but there's nothing you can do with it from there. I needed money immediately for an emergency medical issue. I thought that the Instant Cash would be instantaneously like they say. You have to pay a fee to get it instantly. I paid 799 the first time. I paid 599 the second time. I don't remember what I paid the third time. The reason I kept requesting additional money, is because for three days I was on the phone, or is it a chat with customer service or a bot.. customer service repeatedly told me that I could get the cash instantly if I went through a third-party app such as PayPal, cash out, or venmo. Moneylion would not linked to any of those and it would not send cash to those apps. They had me spend extra money to get it super fast just so that I would never receive it. I still haven't received it. It takes 3 to 5 days to get into my bank, and that's the only place it will allow me to transfer the money to. I have to pay all these extra fees on top of the amount that they won't cancel. I asked them to cancel all transactions Since I no longer need their money oh, and they say that's impossible. I don't think it's impossible, but nevertheless they won't do it. Nobody knows where the money is that I paid to have immediately. The virtual debit card doesn't work for anything. I don't know why they have it. They say online that you can go to a Allpoint ATM and use it to withdraw cash. That is not true. There is no way that you can do it. I downloaded all these third-party apps, in an effort to link them to moneylion, and moneylion would not linked to them. It did linked to PayPal but it wouldn't send money to PayPal. It wouldn't send money to my debit card because the error message said there was a security problem. It was absolutely no way to get cash immediately and I feel that very deceiving did they write that and their description online over and over again. They also say no fees. Yes there is a fee to get instant cash that you can't get your hands on. The contact list ATMs that they have so many of don't work with the moneylion virtual card. That virtual card is useless. I think it's atrocious that they gave me the wrong information repeatedly and I have to pay for wrong information. It's a rip-off. Don't do it. Don't download the app. I asked them to cancel these transactions that still have not made it to my bank and they won't. I asked them to take back their money that is in their money lion wallet and they won't. They just want me to pay the extra fees. Plus transfer fees. I'm so sorry I ever got involved with this app"
Determined Mind,"I had an issue about my direct deposit. So, because May 30th was a holiday, I thought that I wouldn't receive my pay on time- but I did. Customer service was very helpful with this. I definitely would recommend Money Lion. You will definitely have a positive experience!"
Richard Stivale,Very easy and on point.
April Williams,This app is awesome with a pretty reasonable interest rate guy can actually score to pay back what you take
Rjay Cabalar,"Fast, easy, helpful"
Harvey,Love this app. Simple and easy to use. Highly recommend if you need a small advance before payday.
Joshua Riddle,I love it. Always helps me in a bind. Thank you
Chad Anderson,When bills need to be paid . You can count on MoneyLion as longs as you pay them back
Mc Monies,While getting this loan you can HELP YOUR CREDIT WHILE SAVING AT THE SAME TIME 🙂 A SMALL PORTION COMES TO YOU IMMEDIATELY AND THE REST GOES TO A CREDIT RESERVE ACCOUNT THAT WILL AUTOMATICALLY COMING TO YOUR ACCOUNT AFTER PAID OFF! It's Perfect if your trying to work on your credit. MONEYLION IT SELF IS AN AWESOME COMPANY THE BEST PREPAID COMPATIBLE CARD SERVICES I'VE EVER USED ❤. SIGN UP TODAY AND USE MY ROAR TAG SO WE CAN BOTH GET PAID 😀 YES THEY EVEN GIVE REFERRALS 😀 #$SO SO PRETTY-RE.
Cindy Culbreth,"This is a GREAT app! It only takes a moment of your time to set up an account and start borrowing.Automatically takes your payment out on your payday so you don't forget, helps you understand credit and how to improve your spending habits.This is the most ligit money app I have ever come across!!"
victoria,Moneylion is a great app its good if your in a tuff position like short of cash for gas or a bill thanks Moneylion
Brandi Michalski,Highly useful to help manage my credit & funds as well as helps me out financially when I’m in need & I appreciate that dearly
Michael G,MoneyLion has helped me when I needed help the most with my children.. Thank you sooo much MONEYLION!!
Lils,Screw Robinghood! Money lion is king.
David Manson,Nice ... on time when you need it comes in handy and reliable
Johanna K.,Great app easy to use and very reliable without any overly expensive fees
Mark Jones,The app is pretty straight-forward & easy to use. The instacash advances are helpful.
Sheryl c,This app is great. It helps me when I need money and definitely budget
Felix Rivera-Perez,Great for those small emergencies that sneak up on you!
Seiok Hong,Been using this online bank for about a year and love it. Easy and simple to use
Yanez Kell,Really good apps.no bullstuff to it.love it
Neco Smith,My experience with Money Lion has been great so far. I haven't had any issues using their products and services. It's been a relief to have a service that assists you when you need a loan or a cash advance to cover your overdraft fees.
Shannon Parker,When I was in a pinch MoneyLion helped me out where other options weren’t available. I recommend them 100%
Courtni Sheree,Love this app for helpful and I'm building my creditnup
RUDY,They helped me out when I really needed it
Harold Patterson,Great customer service very quick and fast Instacash
shevell dukes,"Super fast, super efficient honestly awesome experience!"
Javiersito,Ever since I started using Moneylion it has made needing money before my payday much easier
Kay,So far they have been great!!!! Easy to use
Vicky,I like the it very much but one thing o
JP Humber,If u need some help Money Lion will be there to help. Thanks Money Lion
Paige Fox,Always there when you need it .. great job
Shawn Mullen,"Works well, good loan amounts and fast pay outs."
Patrick Gillespie,My experience was a positive and pleasant experience. The customers service provided was more than I could have expected and I appreciate it.
Ervin Kiker,Money Lion gives me the money I need when I need it.
Bridgette Wilson,Great app helps if you're in a bind.
Nicole,Super easy to use. Money when you need it.  Fast!
William,They have gone above and beyond my expectations
Stephen Hays,"Very pleased with moneylion!! Have told friends about this company and use it faithfully myself. They are understanding and have great customer service. I have had to deferr my payment maybe 2x as I have medical issues that cause me to miss work from time to time. The process was simple and easy. I am a single mother that lives check to check and it can be hard sometimes to say the least. Moneylion has been there to get me through some rough times for sure. Thanks, moneylion"
Vic Morrow,I love money lion and the app. It's a really great option for borrowing money when you're in a bind. When you first start your account you may only be eligible for a small instacash amount but if you stick with paying it back and show 3 deposits of your pay checks coming in they will boost your instacash all the way up to 250 dollars according to how much and how frequent your deposits are. I really like this app and I recommend everyone needing a quick money loan service to give money lion a try. You will glad you did.
Laurette J. Martell,It was easy to navigate and you get approval fast and cash fast in my account
Mother Approved,Easy safe and secure. Awesome app.
customer,Money Lion does what it say and I have been on track to better credit because of them. Thanks to them for helping someone like me when other credit builders company have said no
Andre Walls,An amazing financial help that gives you all the necessary tools in order to succeed financially
Courtney,Great app to use better then credit karma
D.B.,Went through several similar apps.This one suites my needs the best!
Tyler Vanderburg,Awesome app  It's helped me out so much and the fact that it's always there to help me it's just amazing
Johnny,Always great to have extra money when needed thank you money lion ! 🤍
Dorota Dabrowska,Excellent customer service. Functionality of the app is flawless. And help when you need it.
Kaitlyn Hutchinson,I can't seem to sign into the app it will not take my PIN number
Erycka Walker,Very easy to use. Got approved with Money Lion even when I was denied at similar financial institutions.
Ricky Vornard  Strickland,Very helpful so far the best app if you need fast cash or investment to lead to better credit profile !
Allen Simpson,Money Lion really cares about their members! Although they don't have a local branch so you can just walk into or drive up to they're one of the best banks that I have ever partnered with!I highly recommend Money Lion!!😊
Ronald Burks,A good app but it cost me alot to.just use it for 6 day
Andrew Cardenas,"Quick service and easy to use , has plenty of features for debt and credit solutions and rewards to boot."
TAMARA ROBINSON,I love this! I use it as a secondary account and I'm pleased to have picked them
James Tharpe,Money Lion is convenient and I appreciate the many saving tips and money goals for the future.
Jo-Anna Lynne Whiteley Wright,"Amazing app, thanks to moneyLion I've have been able to catch up on late bills and personal stuff , they have money when you need it"
Alex Dembinski,They sent my stuff to collections I never even got the $400 Reserve loan to begin with so I'm paying for something and never even got
LAURA,It's great. Very helpful when needed and when you pay back on time they increase your instant cash amount.
julie hartgroves,"Great app, helped with loan and credit score"
Damian Johnson,SHEEEEEEESH.!!!!! BEST APP ALV!!
Derrick,You guys have been a blessing. I was able to attend the birth of my first grandchild! All because you helped me out with a loan! Thank you again!
Michael Huntington,"Great at helping save money, offers for help like loans, credit monitoring and the cash advances are a life saver!"
Adam Bettinger,Representative actually listened to what I was saying and forwarded my complaint to where and who can fix this issue. Quite a pleasant experience which is out of the norm for me. I liked it.
Maria Gonzalez,"Moneylion is #1 in providing safe, fast and easy access to funds. You can also access funds again in just minutes once you have paid your previous loan. No other app out there like it!!"
Shelia Burks,Very helpful. Great service. Thank you.
dyasha gerlds,Love it everythings always right on time rather on phone or chatting you guys are the best
Matty DiGeronimo,Aaaaaaaavgood best
Stefaeni,Helps build up your credit score and you can even borrow extra cash from their insta-cash if your running low on funds! Plus you can even get money back if you use the shake n bank rewards *highly recommended*
david,Money lion is super easy and aprooval rates are better then most
Richard,"MoneyLion has been honest, straightforward and a downright Godsend for me.  I am a senior citizen who needed a helping hand and MoneyLion gave it to me, and I apprieciate it.  I have no overdue bills because of the way MoneyLion has allowed me to borrow and pay them back on a schedule that was timely and didn't put me into further debt.  There policies and guidelines, have been truthful and easy for me to follow."
Mark,"They have you set up an account and get all your info just to tell you they can't verify the bank they approved for me to use, therefore I can't access anything in my moneylion app but they still want to steadily send me emails about getting loans or I qualify for this much Instacash but if i apply for it, I get told they can't verify any of my info therfore I don't qualify. They contradict themselves constantly. It's not cool to mess with people who really could use the Instacash to get by until payday or whatever their circumstance."
Courtney Bradley,So after my previous review it looked like money lion was on its way to do something about their useless customer service. Here again my account is LOCKED for no reason I have been with money lion for almost a year and yet again they did it again! THEY LOCKED MY ACCOUNT FOR NO REASON WITH 6000 DOLLARS FROM MY PAYROLL GOING INTO IT THIS WEEK. They had previously done this and again I called customer service and all they can say Is 3-5 days they delay you 3-5 days every time u have a simple conversation that gets you NOWHERE with their team. They already costed me 300 dollars and late fees when they closed my account last week. Today I call and customer service tells me that I NO LONGER QUALIFY FOR THEIR MONEYLION ACCOUNT. NOTHING HAS CHANGED this account had been opened after it was cleared what is the problem now???This process that they have is useless they are costing people money and most importantly time.Their gate keepers at customer service don't have a clue on what they are doing.I guess it's my fault for giving them a 2nd chance.STAY AWAY.
Clolethia Laachridge,Great app.money when you need it occasionally or for emergencies
Chris Rogers,They understood my problem and fixed it for me with empathy and without any Hassel at all.  The real life person I spoke with right away was amazing.  Best experience I've ever had.
M.K.,This advance app is the absolute best advance app I have ever used they really come through for me every time.
ALEXANDRIA PRUITT,"The application is easy to use, many recommendations and customer service is always friendly and very helpful. Love this app."
