name,reviews
tre thomas,Excellent app! Moneylion got me out of a bind quick! Fast and very easy to use!
lindsey,Money lion is awesome gave me instant cash as soon I link a bank card
Heather M Tooley,"They really help u out when u need the cash the most . they really help you out ,they don't scam you eith3r."
jason,This app has been great. I wouldn't have known who to turn to when I needed a fast instant loan.
bryan,Always helps with a loan. Goes off your direct deposit (income) withdrawals loaned $ aromatically from your account. I definitely recommend 5 stars
Brandon Chambers,Love you MoneyLion!! Hear me Roar!!
Monique Farmer,"It took 2 months to get my debit card and when I ordered a second one they both show up the same day. I had a $505 instacash balance when I went to sleep, then wake up to a balance of $145 and they cant tell me where it went. Needless to say I have about 13 family members who I recommended Moneylion to and we will be taking our business elsewhere."
Andy,Great for beginner investors and if you are need of little extra cash!!
roberto,"Money Lion has really come through in a pinch. I feel this is a company willing to take the risk on people with not-so-decent credit,  help them out with a few dollars and then a few dollars more, offer them banking and investing features while providing some basic financial education all on the chance that such people will appreciate such graciousness, pay back their debt, & build the trust to do it all again.    At least that's how it's working for me; and for these things I am truly grateful. Money Lion has given me the chance to start again,  making better choices this time."
Heather Mallory,Always excellent service. Instant cash is quick and easy. In 5 minutes is sent to your debit card.
Jonathan,all good in the real time flash money broke world
Tre,It a very good app .loans right away
susan,"Their like a good friend someone u can call up out of the Blue day or night and say I neéd to borrow a ,$100 and u got it. I was always told I have One good friend in life that u could count on like that u were very blessed."
ziresha,So happy with this service!! 😊
Danny Heyer,So far so good but I am skeptical about it....I just need to read more into it. Seems great though
roberto,Love the app easy to use
Erin Lee,"An excellent app with useful and helpful features, not to mention simpler to understand and much less fee-heavy than traditional banks"
tammy,Come in handy when needed…100% recommend to use it
Donovan Harris,Love it. Easy. Smooth clear to understand
heather,"Great app, was able to borrow quickly!"
melanie,Ran across this app while browsing the net and it has been a life saver! Very easy to use and beneficial for budgeting. I’ve had a good experience thus far…
Gregory Anderson,"It's a great app for people trying to build credit, also the features are amazing."
Jose verdugo,I have never had a better experience with a customer service representative he was patient with me I was trying to do it while I was at work didn't rush me didn't talk down to me he was amazing his name is Raymond by the way.
John,Love this. It is very nice to get the extra money when needed
nickolaus,I love my bank. I love how they help me save. Also Their reward program is awesome. Wouldn’t change my bank to anyone else!
curtishia,This is the most reliable and trustworthy and fun app for finance borrowing and responsibility!
ed,Wonderful service!!! Thank you so much for being an option!
Cassandra Irizarry,If your building your credit after a ex did you wrong. And everywhere else judges you before knowing the story. MoneyLion is the one to choose. No judgment.
Cynthia ,This is a great app that will help you build your credit...
james,Has been great with helping me with spending and credit. I love money lion it works for me
Ryanneil David,"Great app. Just don't like that you can only borrow 50 at a time even if your limit is way over. Makes it seem as though they deliberately do it that way to charge you a fee for each transaction. Which would be ok, if they didn't ALSO ask for a tip each time."
robert carr,I requested funds to be sent to my account in the 5 to 7 days. Well I never got the funds but they took the 236 out of my account. I have been trying to get my money back for about 6months. 🤬🤬🤬
steven,I've used Money Lion many times. It's fast and easy. Literally has saved me from pay check to pay check.
Kevin Hoheimer,MoneyLion is a really good app very easy to understand and they are very helpful if you have any questions
Hannah Drumm,I love money lion it has helped me out so much in raising my credit and teaching me about credit and investing.
Jermaine Lee,"I love that I'm able to get instant cash when I need it, however I wished they don't change the amount of it rapidly,  other than that great service!!"
Heather Marsh,I love money loin they are the best. Money loin is such a great help when you are in a rough place with financial problems. Now that I can work on my credit with them it’s such an awesome thing.
travaris,Love using MoneyLion. Love the credit builder loan and instacash options also
christine,"Love thus app because you can invest money, borrow money without a credit check and get it instantly!"
Levon &La'Vonna,"Helpful, knowledgeable"
jessica,"Very easy and helpful banking and fast cash ""instacash"" for those times of need and short on funding  only down side I'd honestly say is when you do the instacash their is a ""tip"" area for getting the funds you want or need. They start with an automatic $5 and goes as low as $2 but goes higher than $5. If you choose the no tip option they send quick message on screen kinda makes you feel bad but they have a $3.99 service charge to get it instantly even tho it's called instacash that means to me you get it right then not pay $3.99 so you can get it right now and also have to leave a tip.  They say it's not free and they are right they get $3.99 when you get it right then and then  tip. I don't want to sound un-greatful but if your getting that money the your probably already in need and having some issues financially so every dollar kept is better for individual.  I appreciate this app and money lion more than you'd guess by this review but it said be honest so that's exactly what I am doing. I have chosen no tip before and I already fee extremely horrible for asking for help and then reading that message just made me feel even worse but then I was able to get the house hold Items needed for our kids and family so I just sucked it up bitter cup.  One day hopefully I'll be able to get ahead enuf that I'm squared away and won't need to do instacash and will be able to purchase more crypto instead also brings to next awesome point you can do investing with the app as platform for another app/platform and moneylion is just facilitating the safe space to allow you to invest as you wish  amazing features I have my S.O. hooked up now finally and am waiting for rest of my peoples to set up and get hooked up. The more they do the more insensitive they provide for me as well  AIRBORNE ALL THE WAY!!!!!!!!!!!!!!!!!!!!! THANK YOU MONEYLION 💰 🤑 💸 💲 🪙 💶 💰 🤑 💸 💲 🪙 💶 FEELS GOOD TO HAVE THIS SUPPORT ESPECIALLY DURING THESE TRYING TIMES WE LIVE IN AND LACK OF ABILITY TO HAVE EVERYONE AROUND LIKE PRE-COVID DAYS AND HELP IS JUST A CLICK AWAY  THANK YOU FOR YOUR TIME AND SERVICES TO US ALL WHO ARE BENEFITING FROM THE AVABILITY OF FINANCIAL SERVICES available to us in time of need. Awesomeness 👌 👌 👌 👏 👍💯🤙👌🤙💯👊💯🫀💪"
joseph,love money lion
Brandi Jones,I am loving this app so far! It has been a lifesaver.
CatalinaFrickinWineMixer,I will be switching my direct deposit to money lion love the features
elias,Came in handy when I needed cash fast!!! I love it❤️
angel,It helps build your credit and reports to all 3 credit bureaus. I love it!
steven,Awsome feature in a jam !!
Elita CabbaGestalk,The cash advance process is easy but they don’t let you take the full amount you’re eligible for at one time which is inconvenient. If I’m approved for $85 let me take the whole thing the first time instead only $50 is available and they end up getting more fees and tips from me. I still get the money which is so helpful when I need it.
Northernlight,Money Lion has provided me  Financial assistance when I've needed it the most but at the most. Using their system is very easy and effective and I have enjoyed working working with their financial products.
PN,This is a great app especially when your in a bind and need a few dollars until payday definitely recommends this app to anyone
Vsn2010,Money Lion is the best.
shalon,It's a good informational app. And in a tight bind and need extra cash to get you through its a good choice.
Eduardo,I truly love this app I was concerned on how I was gonna make it while I've got the rest of the month with little cash but money lion came to my rescue they are amazing and fast
shanta,None right now
MJ,I honestly love this app. It has helped me several times when I needed some extra money before payday. They don't charge outrageous interest rates like typical payday loans. I recommend this app all the time to people. Only have talked to support once and they were super helpful and very easy to work with. Amazing app!
evelyn,"Money lion is designed for the average joe that’s trying to save & invest. Money lion rewards cash back up to the full amount if your lucky just shake and wait cash back is available on all purchases. There’s so much to take advantage of like boosters to get you out of though situations up to 300$ at 0% and building credit by paying off 500$  You Are given 100$ upfront at 0% then when paid off you get the 400$ and got better credit it’s a win win, there’s so much more to take advantage of find your roar inside of you and take back your Finacal freedom with MoneyLion 😏"
brandy,The app is very easy to use and money deposits very fast.
Joel Robinson,A very useful app always come on time
Shaun,Really  great
Thankful,I just started using money lion and I absolutely love it!!
paul,Alsome app and money is always available thanks money lion
RM,"I really needed some money. And out of the blue, MoneyLion gave me an extra boost to advance."
Timothy Eason,"This is my favorite bank I've ever had, the fact that I can bank for free,  get $365 in an interest free loan (instacash) be financially organized and invest so easy, I refuse to go anywhere but moneylion!"
stanley,Awesome Company. Covers any and all issues and has good customer service.
braeden,I was literally broke and I need money to at least eat and lion came thru for me and loan me 25 dollars at least..
Tangerie Deere,"Very helpful, quick and reliable for help with emergency financial assistance"
Sandi,Great services. Instacash is great when bills are more than paychecks or a sudden expense comes up. 100% recommend giving MoneyLion a try.
Brenda,"I wanted to shout out MoneyLion for being awesome. I have a less than perfect credit history and they are making it easy to work with them. With anything good it's a process of gaining trust and being open with your financial situation. They have provided tons of insight and guidance and at this point have even helped me out when I needed it most. You dont have to tip for the help either!  (I did thought, they deserved it). Thanks or making my money roar MoneyLion!"
david,The loan solution using instant cash. The trusted choice for helping people who find themselves broke and need money. A trusted choice and very safe lending options. The best company. Who truly cares about helping people who find themselves broke and need a quick fix.
Brittany ,Moneylion has helped me get my financial life stable and in check. I recommend Moneylion to anyone.
christine,The app is easy to use no hassles and you receive your money same day
Bre,It’s nice to receive extra cash when in need.. - Tip idea isn’t bad but the 3.99 fee is a bit much.. still a great concept
williagnes,I love this app so much.
amalia,Great app! I was skeptical at first but this app will not disappoint!
uneke,I couldn’t think of anything bad to say because so far everything has been really easy and straight forward.
Inekia,I love how money lion comes through when you really need it.
Keilan Boudreaux,Works just like they say it will and really comes in handy!
Bless,Great for when you are in a pinch and need money right away
Car,The agent was superb. She was 5 star.
SD,"MoneyLion is great, efficient with its services, the boosts are great on the weekends."
Brittani Graham,"I absolutely love this Bank! I never have crazy wait times between loans, always have ways to save on the app, and the bank account is actually amazing you can control everything in the app! It's great!"
Mike Kees,"Great app.  Easy to use.  Money Lion helped me raise my credit score.  When I am short on cash in between paychecks, money lion always helps with no hassle."
jessica,I love using Moneylion best decision I've made so far.
Devon W.,This app is quick and easy. I put in for an advance and it was in my bank in less then 5 minutes! Thank you Money Lion.
Ann,I Love It & I Will Keep Using Them !
Karen Jacobs,This app is transparent and simple to use. Great if your in a jam...
Reina “Bo” Valdez,"Amazing app, it does exactly what it says it'll do. I haven't had any problems and would highly recommend to anyone"
Gidgit,"Wonderful. Easy, helpful!"
Linda Hays,Definitely helps you when you need it
adrian,MoneyLion delivers what it promises. Great for cash advances and other financial services.
Marian ,Moneylion is great for anyone who needs help with there credit and to get loans...they really make life alot easier to deal with for real😁 love money lion!!!
DRE,So far so good. Get money when I need it.
erika,Totally Awesome
alyssa,Love it gave me an increase within a week helped a lot
victor,Ever things good so far...
Jackie,It's still early. So far it's been smooth. Trying to figure out the time when not using insta.
david,"Simple terms, great to use when you need a little extra help"
jernard,This is a great program to help you out when you need quick cash.
cyra,Amazing and easy app. I am spreading the word to all my friends I was approved instantly for $200 in just a few moments. I received my funds on my debit card within 10 minutes. Extremely user friendly and many other helpful features!!!
dalvin,Money is great!! Easy to use and great customer service.  I recommend them to my friends.
Customer ,Money lion allowed me to change my payment date
Cassie herron,Awesome! Fast
paul,Wish it let you get more money at once….Has a $50 transaction limit for advances but you can request more than one advance but have to pay a $3.99-$4.99 fee each time.
Jennifer Till,So Far A Pretty Cool Way To Bank A Lot Of Options For The Everyday Consumer
Kye,I love money lion it is a useful tool when you need extra cash
Barbara Fennell,Everything is always simple and easy and straight forward just the way I like
John Ford,Money Lion is AWESOME! So many great tips and easy to use banking made simple but fun. Love it!!!
Anonymous,They are excellent especially when you pay on time
Gregina Watkins,This has been good so far.   Looking forward to exploring some more of the features offered with this app.
meredith,"Trying to juggling everything happening right now with this Corvid pandemic, hours being cut all I can say it has been a relief to have a place to go to help things get done. This is a great way to find help and support"
abel,This app has help me out so much! Thank you.
elayla,Thank you MoneyLion for coming through for me in my time of need you are the best. 😊
Donny,I Love the benefits that Money Lion Provides with my account👍🏾👍🏾👍🏾
Tae,Great service. Simple.  Thanks.
Christy Goosman Manchester,I absolutely love how easy and convenient it is to utilize the services offered the only thing I wish they would change is when you're taking your cash advance that it would allow you to take larger increments of money instead of just $50 other than that I've been so happy with this Bank
Monique Dimas,They Let You Get A Cash Advance And Every Time You Pay It Back You Can Get More. You Set Your Auto Pay Back Date And After It’s Paid You Can Do It Again. It’s Always On Time
Luis Zambrano,Only thing I could ask is for them to show pending deposit
tabatha,I haven't had a problem they helped me out a lot
Dusty,This app is great when I'm in a pinch!
jose,Great app for loans easy to request money and easy to repay. Also customer support works with you to repay if you need to change the payment date.
Colton Asher,Ag ... money lion great product... spendy but worth the luxury!
papiffany,Exceptional Customer Service and Reliable.
Roman Vintonyak,It’s great the only thing I suggest is to get rid of fees if you want a tip or vice versa
Heidi,"MoneyLion is fast, helpful and easy to use!"
Flexx Hunna,I was leery at first but they've turned out to be a great company very honest no hidden fees do as they say they will and you can't go wrong with that when you trust in something you can make things happen
matt,"My experience started out great. I was able to set up my account with no issues and learn about my spending habits as well as loan if needed. But it has all turned on me. My account was hacked, I can't loan even though I have an available balance and there is no customer support to talk to. If I am able to fixmthese issues 5 stars all around."
elise,Awesome app! So helpful! Never a glitch! Highly recommend
Ho,Thanks for supporting me in my time of need. Blessings 🙌 😇
rod,This app MoneyLion was amazing‼️ This came to me at the right time. I am in the middle of building my credit and am having trouble being approved for a credit card since having to file for bankruptcy last year. I like that the they give you the option to tip for there services. It is the courtesy thing to do is tip and MoneyLion suggest the amount. But yet keep in mind we are asking for a loan. I don’t want to dig my pockets deeper then I already am. So I like that there is an option to where you can give a tip in they amount you can afford or budget I would have to say. I am very pleased with there services. Thank you 😊 very much for helping me in my time of need and hardship.
Sarah McBride,Love it 😊😊😊😊😊😊😊😊😊
tierra,"Moneylion has been good and bad, as of late mainly terrible. I have been traveling a lot this summer, so I've had my fair share of pre-authorizations, I have used different debit cards that I own along the way, Moneylion has been by far the worst,they have had me waiting for up to 28 days for a release, even AFTER the hotel has sent over the authorization release and final bill. It's a joke, this morning I had a chat rep by the name of Joan waste over an hour of my time telling me she was releasing my funds specifically mentioning the amount and then only to be told after 45 minutes of waiting around for her that she was looking at the wrong document."
Susan D.,Excellent. Thank you
Amanda,It's so easy to use makes my like yrs
nicky,I LOVE this app. Such a lifesaver!!!!!
Rachel Risby,Thank you for being there when I needed a little extra cash!!!!
DL,Quick and easy to use. Money was in my account in less then 3 minutes.
Erica Brawner,Had a few hiccups but otherwise has been a good service.
Britt,"Moneylion from day one has been an awesome account to have! The instant cash has come in handy when I have been in a pinch and they have so many other options! From a creditbuilder loan, to buying crypto, invest your money and just forget about it and they will do the rest for you, but if that isn't what you want to do you have the option to manage the investment account on your own! Cashback deals and many other resources build for everyone and it doesn't matter what type of situation you are in! They have quickly helped me any time i have had questions and reached out to customer service! The only reason I didnt give 5 stars is because I have withdrawn money once in my investment account and I still havent seen it arrive in my account yet... I talked to someone but they might have misunderstood what i was asking and told me it would be 7 to 10 days before i would see it arrive.... I started the withdrawl on September 30th and its now October 12th... My other investment account takes me the 3 waiting days and my money is accounted for in my banking account. So that may need some improvment.. or im just unlucky and some issues happend that are going to be resolved hopefully soon... Other than that one complaint I think they have a really great concept and hope they keep adding more features to help people out especially people when they are in a bad spot and need some extra money for emergency situations!"
aimee,"Pretty great, helps ya get your finances in order and can help ya when in a pinch"
justin,"Great customer service, amazing membership benefits and assistance with rebuilding my 💩credit"
jacob,Good website
Neisha,Wonderful service
Jerry Acheson,I was skeptical at 1st But  As things progressed And options kept working for me I now trust you guys It's a hard thing to come across nowadays where people actually live up to what they say they're going to do So thank you
kenneth,Had a tire go out a day before payday..took 5 mins to set up..great app
reina,I just want to thank you for extending my payment date. Thank you so much.
Rob Seeley,Have had a few issues with advances. I make enough money to qualify for higher amounts and I payback the loans but am locked into $75 or under...frustrating
jill,Great app that has helped me in emergency circumstances .
Marie,Awesome! Awesome! Awesome!!
Jeanette,Money Lion has been exceptional at helping me out of tight places.
stephen,"I really like money lion so far, it's very convenient and keeps me up to date with my spending."
CurlyGirly,It's been great with cash advances they boost you up so quickly and and it's really instant like they say. They do charge  for every 50$ advance which I wish they didn't do but all in all it's great app.
rachel,"I am very, very dissatisfied with MoneyLion. I will NEVER do business with this company again, unless they can fix my situation, which they have not done. They are a complete rip-off. Do not do business with these people, they have taken money out of my account for payments to my loan and did not apply it to the balance of my loan. They have said that my account was charged-out, but yet and still I have an active account with on time payments. They do not take responsibility of none of their faults, and believe me when I say they have plenty. They always find a way to tell the customer that it is their fault and never refund or fix your account to rectify the problem that they caused. I repeat, do not do business with this company. I will soon be finish with my loan and I will not have any more dealing with this company! Don’t deal with them!"
KIARA MURRAY,"Super easy, live this app"
william,Great app and great benifits
julie,MoneyLion was there when nobody else would help thay give me the happy I need to make through the hard time so try MoneyLion and get the money when u need it
joyce,Ever since I joined money lion it’s been nothing but a great experience- I’ve been banking with them for almost 4 years and will continue to support them due to their outstanding customer service!
Lizzy Gar,I love this app it really helped me when I needed money and it's easy to repay
Stephanie Lerma,Love it very wonderful
ann,I was looking for a fast loan for an emergency and moneyLion helped me out quickly! Thank you so much
Ednahoe,"Great App, it gave me the funds when I needed it."
Nicolette Simmons,So far it has worked just like it's advertised.
Chitella Anding,Fast cash when needed. Helps me get to payday
Brandy Greene,Moneylion has helped me alot when in need of fast cash. They are reliable and trustworthy and I would recommend them to anyone
Cheryl Price,I requested a $10 payout that i never received. The same day deposit option is too expensive along with the extra fees
avianca,Great; easy to use no hassel
leslie,"This app is the best, & I've used them all. Great for attaining long term goals, as well as helping with short term financial support."
Tanisha Y,"I've been with Money Lion for about two weeks and am very impressed with the financial offerings. I was immediately pre-approved for the advance, which helped my family before payday. I also like the Credit builder, direct deposit, cryptocurrency that has easy user guides and advice. Thanks Money Lion 🦁"
CJ Williams,This app was very helpful and good for my current situation. It only took a few minutes to sign up instantly I got cash flow and they take direct deposit right out of your account
Bonnie Gray,"Amazing app. I'm glad I found Money Lion. Definitely a great help in a time of need. You can build credit, find great deals, and assistance with loans for whatever situation you may need it for. I would recommend anyone to Money Lion!"
Alma,"MoneyLion is great when your in a pinch and need extra cash for bills, moneylion is there to help"
Barbara,It was. Very helpful and people should try it thank you
eric,Moneylion made the process of applying for Instacash really easy. It only took a few minutes and was straight to the point.
kejuan,Great company very helpful
kolandra,I love this company!! Easy process! I'd recommend them to everyone!
narada,it’s a good app. glad they helping me and trying to get me credit better. i would strongly recommend it to any1 who wants to get credit or help there credit out
Candidas B,So far very helpful with all of there services. I would recommend if you are trying to build your credit!!
Jonell Kinard,Very reliable. Explains everything so whatever feature your trying to get ahold to is easy. Easy access to payments. I love the app
nicholas,This is by far the best bank app yet!🤩🤑
aj,"MoneyLion has been a life saver for me! I did the quick sign up, requested a loan, and boom it was in my account! I didn't experience any hassles at all. I'm so grateful for MoneyLion! Thank You for being my life savers in the time of need! I'm going through a lot in my life right now and it's amazing to know when I need money, I can turn to MoneyLion!"
tara,My experience with Moneylion has gone well. They are efficient and professional to deal with. It's good to know you have that extra support when you need it.
shaunette,I gotta say this is actually a good app. Insta cash in minutes when u need it and it don't cost an a and a leg.
Denise Treglio,"About the only one that l.csn depend on One other site l use is Dave and l advance 75 out of the clear because my old debit card stopped working the chip would not read so l had to get another same card # just different ecp date and now my advance was ,$20 which put me on a financial bind y'all are the best 5 stars from me Cherise Jones"
monica,"MoneyLion, is by far the best! All of the other apps that's similar to moneylion, is just a waste of time. I've  tried 3 other apps and MoneyLion is the best! Plus they help to rebuild credit."
randall,"Cash when I need it. What could be better than that? So far I'm impressed with the service. The app is a little messy with all the offers, links and what not, but overall it's pretty user friendly."
Steve-o,One of the best sites around works with me and helps me when I need it the most
Tahj,"Moneylion is great. I can save, invest and borrow in one place. I also can learn more about financial health"
michael,I though it was good a first until its all a lie. You do not get 30 percent of your direct deposit states ain't says as an active credit built plus member. This place is pretty much a scam. Oh yea cht customer service socks. They will just bang up on u
Erica,I haven't yet spent very much time with money line but from what I've seen I am very much looking forward to a powerful business relationship and exciting levels of prosperity
nathaniel,Great company and really comes in handy when the check hasn't hit the bank yet!!!
juanita,Great app to have it helps you build credit and if you wanna invest you can do that to glad I got this app.
Nahdeen Joseph,It has been a life saver
stephanie,"Really do love this app. Great when you need a little help till payday. I was approved for a big amount so it’s great! My only criticism is that loans are $50 at a time, should be $100"
Jamie Farnsworth,"Great app, good for advances and no charges really."
TF,Very Clean and Smooth transactions. Love it!!!
Matty Ballgame,Great app. I've had it for years. I love all the new features
Skyler,"Fast, easy and convenient."
william,They are perfect. Don't change anything.
cc,Absolutely love this app it was quick easy and instant. I couldn't believe how simple it was I received $85 immediately best loan app ever would recommend to anyone and everyone
Alex,Excellent if you need an extra cash for your weekend.
Sabrina,It's great app and I glad I started using it
Alicia Latting,Awesome...!!!!!!!
christopher,Great app. Very dependable
Sol,I give MoneyLion Five Stars !!Excellent!! Always available when I need it ! Trust Me. I can always depend on Money Lion !!
dale sears,Once I paid off my instacash I am able to borrow again if needed. So convenient during these hard times.
leanor,N/A Now I don't want to write anymore
kechell,Money lien is awesome they’re there when I need them quick and easy thank you!!!
Chelsea Walsh,Easy to use and very understanding that sometimes things come up and it’s not held against a customer I will always use MoneyLion
willie,I love it so easy to use!!!
Lisa Carroll Little,Great place when you need money to keep you over before your check.
carrie,Helped me in a pinch. Got me through the next week. And kept me going till I could taper off my advances
Jorge Montes,Yeah it says I got approved for $105 but u can only get $50 at a time and I get paid every week so it should go up but I guess not
Andrea Grooms,👍🏼👍🏼 Great service very easy
abel,It's cool 😎 real cool
kadena,Great service.  Liked it
Teetee,Like having a buddy to lend you a few bucks in your pocket .. love it
danielle,Great experience!
helen,Great useful quick
Eric Bertholf,Awesome...just need a boost in my instacadh amount. Would recommend money lion to anyone and have.
joshua,"The app is quick, easy, and oh so convenient. Love it! Instacash came in handy when I was in a crunch and could wait until my next pay day"
june,Nice app works good for me
earl neal,There pretty excellent! I’ve needed there instant cash a few times and it’s come through. It keeps increasing too! Good job 👏🏾 Money Lion 🦁
tyya,Really easy to use...money gets to you quick....
Latasha Rivers,"Money Lion is amazing and with little to no interest paid, which is really up to you on the tip amount. I will be using Money Lion and the instacash feature more often."
TIFFANY,I like the ability to borrow a little extra cash. I just wish you could pay it back on smaller amount over a little more time. It would make it a little easier to get back on track.
Lex,It’s been good
pamela,"Great app but 4.99 fee for getting $50 at a time is ridiculous when you need money all at once. Other than that its great. But it says no interest fees, but thats how they get extra money right there!"
maria,Sign up was quick and easy and I got my money with an hour
jorge,Good good good good good good good good good good
Derek Alsup,Whores. U suck
kayla,They helped me with a loan when no one else would! Great financial app that helps you when all others say no!
Tina bb,I have never had a bad experience with money lion it has def come in handy multiple times and when you need the money it comes very quickly!
Michele Dorsey,Money lion has helped me so much and works great!
stephen,I have no complaints it's a very good company I'm so glad I've join it
Margie Barros,The easiest app to sign up for and download. I got $25 insta cash.  It was super easy
Tierra Ryan,I recommend moneylion to anyone great card with great customer service!! Five stars
Christopher,Thank you your are a life saver
travis,"I have been a member of MoneyLion for quite some time now and I never thought online banking can be so easy and pleasant. MoneyLion hasprovided me with credit building Loans, Instacash, Investing, and a successful financial portfolio. Thank you ML!"
Lisa O,Money lion has been a great experience for me and I will extend my references to as many as I can
Dustin Brown,I LOVE Moneylion!!!!!! They have saved my butt quite a few times I promise they will yours too.
michael,This app came through and assisted me when No one else could!! 😍 Life long customer!!
serita,I can't believe how amazing this company is for a while before I joined I thought money lion was just some ordinary thing but everyone helps and cares soo much
Db,The best money loan app out there! Hands down! Great resources and very valuable.
kelly,"I've been with them for over 7 yrs and never had a problem or any issues. That was until this past April 2021 when my account was hacked!!!! Not once, but TWICE!!! Within a weeks time. The first time I didn't get any alerts from the Roar Money Lion app about suspicious activity or anything. The second time there were 14 charges from India. FDIC insured but unacceptable bank security. No problems since April and I'm still with them for now #instacashCurrently searching for good credit unions."
jazmin,This is an excellent app... so so helpful and no issues or problems at all.
Cookiee,Awesome app really helped me when i was down
Rashawnda Lewis,Easy to use and best money advance I could ask for
MC,Always quick and there for me when I need it most
Brian,Great customer service and everything went as stated in the agreement!
shadrach,Great program with plenty of incentives to build credit and get you through payday..love them
leonard,Always let's me borrow money when I need it
Stephanie Medders,Thanks for the loan but I lend & don't borrow.  My God owns a cattle on a thousand hills. The wealth of the wicked is stored up for the righteous. Yet somethings are priceless 💁🏽‍♀️❤
Sol Franco,Awesome service great place to go if you need a loan
James,Quick and easy to start up.
John Smith,MoneyLion is Awesome! I was able to get funds quick and painless.
Anna,Honestly I’m glad I downloaded this app! I think it’s good how they give you only partial of your money and raise credit limit once you pay off! It was a life saver for sure
Bobbi Jo,Lovely deals for beginners and advancers to get best opportunities of gettingan advance money..
Khalida CalvinMoore,Great app help me out a lot with some of my financial needs spotted me with some cash to catch up on bills and keep me in the clear out of the red zone
dontee,Makes you more responsible forsure and helps you build trust as you move forward the more on time payments the more increments of money. Cool straight up app
PCYETA HUDSON,Great service to front 25$ with a 4$ repayment fee.
Taylor ,Fair company actually trying to help build credit
Abel,You should be able to cash out your max balance at once instead of 50 dollar increments. Its a ripoff considering there is $4.99 for each transaction
Charleelaine Kealoha,Quick and easy and right when I needed a little help
Michael,The best the helped me when i need it !!
Jocie,Love money lion helps me when I’m in need
robin,great app i love how you can pay and get a loan back right away if you need it the best ive found yet
JM,Great app. Money when you need it
Derek Geonis,I am so happy to have found MoneyLion!! It has saved me so many times. Fast easy and reliable.
Jerri,Great services. Help when i needed an advance. Many tools to help with money management and building credit
christopher,Moneylion is simply amazing my favorite bank app
autumn,Great job on getting me money I need and as well as the instant Cash is amazing but as far as when it comes to withdrawing from your investment account I could take up to two to three weeks which to me is a very long time but other than that they seem very well run an they have very good deals
Rafael T,Money comes fast very reliable app for emergencies
Tracey Muniz,Once i figured out how to use it was a breeze
valerie,Best one i have used. No problems signing up. Got advance right away. Lots of extra things to help you out .
brenda,Moneylion is awesome. I especially love the instacash feature!
Ohio ,I like everything about this app except for when you transfer money from your lion account to a different one that it takes long and I transfered money from my account to my investment account on accident and I had to wait 4 or 5 days for it to show and then transfer it back so I could use the money and it took another 4 or 5 days that is the only to things I do not like. And I wish I could cash out with cash app.
james,"Good service, good customer service!"
KAT,I'm impressed with moneylion so far I really im
Teri,Excellent app. Been a lifesaverbee
Itsme,"I absolutely LOVE this app! I was referred to it by a friend when i was in a bind. I was very skeptical about it as i would need to put in my personal information. But i took a leap of faith and this will be the O N L Y loan app i will ever use ! It’s quick, easy, and i got my funds in an instant!Kudos to you MoneyLion! Thank you for being there when i really needed it!"
SarifRaden,Disappointed. Frustrated with my recent cheat session. Hoping to get clarification on why a Instacash request from 5 days prior had yet to show up in my checking account. Representative wasn't helpful at all.
G.,"Just keeps getting better. New and exciting opportunities, but love the short term loans the best. Always there when I need them."
zachary,This is the only app that has kept his word that I know of
Meshanda Askew,MoneyLion has proven to be quite helpful to me in several ways. So far they Definitely recommend checking them out.
Greg Smith,Really good service I got my money in seconds!!I really recommend it.
shakeemah,I love this app I've been trying to transfer my detect. Deposit over to it
Andrew Boyer,"Great app, its better than any bank out there :)"
Tamika Johnson,"Moneylion is like a good friend, there when you need them, provides great financial advice, cares that your in need of money and helps ease the stress of trying to figure out what to do next. Thanks Moneylion for always being there!"
Reginald Lewis,"MoneyLion is very easy to use, navigation and interaction is innovative and their products produce as advertised."
jennifer,Needed cash to get through the week. Found this app and had money in my account only a few minutes after downloading it.
tracy,No hassle and easy to work with and also teach you money management
Walter Caldwell,Very informative on their products. Willingness to help 24/7 and will quickly correct any mistakes.
Elizabeth Cronk,UPDATE: So I've been using this service for a little over a month and I can say it is by far the best app that loans you money until payday. If you need cash fast until your next pay day I would for sure pick MoneyLion over any of the other apps. Fast easy cash when you need it.
Rashydah,The service was fast and quick and easy
melissa,I do not have an account yet I keep getting stupid emails about instacash. Stop sending me stuff
Caleb Hayes,I love it. It's fast and easy and I have no problems
megan,Easy and convenient ..loved the option
briana,"This Servoce has been terrific with  a couple of unexpected issues happened,  so simple to use."
stephanie,Great experience always got my money on time.
TT,"This company is a rip off.... they basically give you a loan for a large amount of money but put most of it in reserve. So you are paying on a loan that you didn't receive. Given an example, you get a loan for $1000 dollars but they only give you $300 and now you have to pay interest on a $1000 loan for 24 months. Now if you catch on to what they are doing and decide to pay the loan back. They will require you to pay $1000 dollars back and hold $700 of your money for 7 business days. This means they are holding money that you didn't even borrow. Do not get this loan. With that being said, I paid $48 out of pocket for a $300 loan for 2 weeks and in order to pay the $300 back I had to come up with $1000 and now they have been holding my funds for over a week. When I called they said I will have to wait another 7 days to get Money back that technically I didn't borrow and doesn't belong to them."
christine,Quick and easy by far the best app of its kind
Caitlyn Johnson,So far I have nothing bad to say about this app. I got a loan when I needed it n when I couldn't pay it back in time they worked it out with me without adding extra fees..
raem prim,Awesome service! Thanks again
